CODIGO,UBICACIÓN,PRODUCTO,DESCRIPCIÓN,MARCA,MODELO,STOCK,OBSERVACIONES,IMAGEN,FECHA DE INGRESO
S0540,,SWITCH,Switch Gigabit Administrable / 24 puertos 10/100/1000 Mbps + 4 Puertos SFP Uplink / Compatible con GWN Cloud.,GRANDSTREAM,GWN7803,1,,,21/11/2023
S0541,,EXTENSION,"EXTENSION ELECTRICA USO RUDO POLARIZADA PARA INTERIOR, 16AWG 13 A, NARANJA, 10 M. ",VOLTECK,ER-10X16,1,,,14/12/2023
S0542,,ANTENA EXTERIOR,"Antena Hd Zona Difícil Recepción 40elem Master Tvant-25elem, ANTENA EXTERIOR DIGITAL PARA ALTA DEFINICION",MASTER,TVANT-25ELEM,3,,,16/11/2023
S0543,AREA B,CABLE,"CABLE DB 9, DB-9 MACHO A DB-9 HEMBRA, COLOR NEGRO 1 M.",S/M,S/M,2,,,20/12/2023
S0544,AREA B,CABLE,"Cable Impresora, Cable USB 2.0 Tipo B a USB Tipo A 1.5M para Impresora de Escáner HP, Canon, Lexmark, Epson, DELL, Xerox o Samsung, Entre Otros (1.5 Metros)",S/M,S/M,2,,,12/12/2023
S0545,AREA B,GUANTES,"GUANTES DE NYLON RECUBIERTOS DE POLIURETANO, ALTA SENSIBILIDAD, TALLA CHICA",TRUPER,GU-111,1,,,12/12/2023
S0546,AREA B,CABLE,"CABLE DE DB9 A DB25, 9 PINES A 25 PINES, COLOR NEGRO DE 1 M.",S/M,S/M,1,,,12/12/2023
S0547,AREA A,INYECTOR POE,"Inyector PoE Pasivo 48vcc Gigabit para APs Grandstream hasta 24W GWN7605, GWN7605LR, GWN7615, GWN7630, GWN7630LR, GWN7660, GWN7660LR y GWN7664.",GRANDSTREAM,G0720480050,1,,,12/12/2023
S0548,AREA A,ROUTERBOARD,"RouterBoard, CPU 2 Núcleos, 10 Puertos Gigabit Ethernet, 1 Puerto SFP, 1 GB Memoria, Licencia Nivel 5, Montaje Rack",MIKROTIK,RB3011UIASRM,1,,,20/12/2023
S0549,AREA A,SWITH,"Cloud Router Switch CRS317-1G-16S+RM 16 Puertos SFP+, 1 Puerto Gigabit Ethernet",MIKROTIK,CRS3171G16SRM,1,,,20/12/2023
S0550,AREA EX,GABINETE,"Gabinete de Pared Fijo, Puerta Perforada, Rack 19in, de 12 Unidades de Rack",LINKEDPRO BY EPCOM,SR1912GFPVR2,1,,,20/12/2023
S0551,,PIJAS,"PIJAS AUTOTALADRANTES, 1/2""",S/M,TLK8X12,100,,,20/12/2023
S0552,,CLAVO,"CLAV DE 1 1/2""",S/M,S/M,500,,,20/12/2023
S0553,AREA A,CAMARA,CAMARA: AUDIO POR COAXITRON / Turret TURBOHD 1080p / Imagen a Color 24/7 / Lente 2.8 mm / ColorVu Lite / Luz Blanca 20 mts / Uso Interior / Policarbonato,HILOOK,THCT129PS,0,,,22/12/2023
S0554,AREA A,FUENTE DE ALIMENTACIÓN,Fuente de Alimentación de 4 Salidas de 11 - 15 Vcc / 5 Amper / Voltaje de Entrada 110- 240 Vac / Fusible Termico PTC Integrado para Protección / Salida de Voltaje Inteligente hasta 3 Amper por Salida,EPCOM POWERLINE,	PS12DC4C,0,,,22/12/2023
S0555,AREA A,DVR,DVR 4 Canales TurboHD + 2 Canales IP / 4 Megapixel Lite / Audio por Coaxitron / 1 Bahia de Disco Duro / H.265+ / Salida de Video en Full HD,HiLook by HIKVISION,DVR204QK1(C)(S),0,,,22/12/2023
